,delta,t1,tm,dir,sptree
888,0.8011111111111111,20666.666666666668,18370.48148148148,P3 into P2,AB
889,0.8011111111111111,20666.666666666668,20666.666666666668,P3 into P2,AB
890,0.8011111111111111,23000.0,1.0,P3 into P2,AB
891,0.8011111111111111,23000.0,2556.4444444444443,P3 into P2,AB
892,0.8011111111111111,23000.0,5111.888888888889,P3 into P2,AB
893,0.8011111111111111,23000.0,7667.333333333333,P3 into P2,AB
894,0.8011111111111111,23000.0,10222.777777777777,P3 into P2,AB
895,0.8011111111111111,23000.0,12778.222222222223,P3 into P2,AB
896,0.8011111111111111,23000.0,15333.666666666666,P3 into P2,AB
897,0.8011111111111111,23000.0,17889.11111111111,P3 into P2,AB
898,0.8011111111111111,23000.0,20444.555555555555,P3 into P2,AB
899,0.8011111111111111,23000.0,23000.0,P3 into P2,AB
900,0.9,2000.0,1.0,P3 into P2,AB
901,0.9,2000.0,223.11111111111111,P3 into P2,AB
902,0.9,2000.0,445.22222222222223,P3 into P2,AB
903,0.9,2000.0,667.3333333333334,P3 into P2,AB
904,0.9,2000.0,889.4444444444445,P3 into P2,AB
905,0.9,2000.0,1111.5555555555557,P3 into P2,AB
906,0.9,2000.0,1333.6666666666667,P3 into P2,AB
907,0.9,2000.0,1555.7777777777778,P3 into P2,AB
908,0.9,2000.0,1777.888888888889,P3 into P2,AB
909,0.9,2000.0,2000.0,P3 into P2,AB
910,0.9,4333.333333333334,1.0,P3 into P2,AB
911,0.9,4333.333333333334,482.37037037037044,P3 into P2,AB
912,0.9,4333.333333333334,963.7407407407409,P3 into P2,AB
913,0.9,4333.333333333334,1445.1111111111113,P3 into P2,AB
914,0.9,4333.333333333334,1926.4814814814818,P3 into P2,AB
915,0.9,4333.333333333334,2407.851851851852,P3 into P2,AB
916,0.9,4333.333333333334,2889.2222222222226,P3 into P2,AB
917,0.9,4333.333333333334,3370.592592592593,P3 into P2,AB
918,0.9,4333.333333333334,3851.9629629629635,P3 into P2,AB
919,0.9,4333.333333333334,4333.333333333334,P3 into P2,AB
920,0.9,6666.666666666667,1.0,P3 into P2,AB
921,0.9,6666.666666666667,741.6296296296297,P3 into P2,AB
922,0.9,6666.666666666667,1482.2592592592594,P3 into P2,AB
923,0.9,6666.666666666667,2222.888888888889,P3 into P2,AB
924,0.9,6666.666666666667,2963.5185185185187,P3 into P2,AB
925,0.9,6666.666666666667,3704.1481481481483,P3 into P2,AB
926,0.9,6666.666666666667,4444.777777777778,P3 into P2,AB
927,0.9,6666.666666666667,5185.407407407408,P3 into P2,AB
928,0.9,6666.666666666667,5926.037037037037,P3 into P2,AB
929,0.9,6666.666666666667,6666.666666666667,P3 into P2,AB
930,0.9,9000.0,1.0,P3 into P2,AB
931,0.9,9000.0,1000.8888888888889,P3 into P2,AB
932,0.9,9000.0,2000.7777777777778,P3 into P2,AB
933,0.9,9000.0,3000.666666666667,P3 into P2,AB
934,0.9,9000.0,4000.5555555555557,P3 into P2,AB
935,0.9,9000.0,5000.444444444444,P3 into P2,AB
936,0.9,9000.0,6000.333333333334,P3 into P2,AB
937,0.9,9000.0,7000.222222222223,P3 into P2,AB
938,0.9,9000.0,8000.111111111111,P3 into P2,AB
939,0.9,9000.0,9000.0,P3 into P2,AB
940,0.9,11333.333333333334,1.0,P3 into P2,AB
941,0.9,11333.333333333334,1260.1481481481483,P3 into P2,AB
942,0.9,11333.333333333334,2519.2962962962965,P3 into P2,AB
943,0.9,11333.333333333334,3778.444444444445,P3 into P2,AB
944,0.9,11333.333333333334,5037.592592592593,P3 into P2,AB
945,0.9,11333.333333333334,6296.740740740741,P3 into P2,AB
946,0.9,11333.333333333334,7555.88888888889,P3 into P2,AB
947,0.9,11333.333333333334,8815.037037037038,P3 into P2,AB
948,0.9,11333.333333333334,10074.185185185186,P3 into P2,AB
949,0.9,11333.333333333334,11333.333333333334,P3 into P2,AB
950,0.9,13666.666666666668,1.0,P3 into P2,AB
951,0.9,13666.666666666668,1519.4074074074076,P3 into P2,AB
952,0.9,13666.666666666668,3037.8148148148152,P3 into P2,AB
953,0.9,13666.666666666668,4556.222222222223,P3 into P2,AB
954,0.9,13666.666666666668,6074.6296296296305,P3 into P2,AB
955,0.9,13666.666666666668,7593.037037037038,P3 into P2,AB
956,0.9,13666.666666666668,9111.444444444445,P3 into P2,AB
957,0.9,13666.666666666668,10629.851851851854,P3 into P2,AB
958,0.9,13666.666666666668,12148.259259259261,P3 into P2,AB
959,0.9,13666.666666666668,13666.666666666668,P3 into P2,AB
960,0.9,16000.0,1.0,P3 into P2,AB
961,0.9,16000.0,1778.6666666666667,P3 into P2,AB
962,0.9,16000.0,3556.3333333333335,P3 into P2,AB
963,0.9,16000.0,5334.0,P3 into P2,AB
964,0.9,16000.0,7111.666666666667,P3 into P2,AB
965,0.9,16000.0,8889.333333333334,P3 into P2,AB
966,0.9,16000.0,10667.0,P3 into P2,AB
967,0.9,16000.0,12444.666666666668,P3 into P2,AB
968,0.9,16000.0,14222.333333333334,P3 into P2,AB
969,0.9,16000.0,16000.0,P3 into P2,AB
970,0.9,18333.333333333336,1.0,P3 into P2,AB
971,0.9,18333.333333333336,2037.925925925926,P3 into P2,AB
972,0.9,18333.333333333336,4074.851851851852,P3 into P2,AB
973,0.9,18333.333333333336,6111.777777777778,P3 into P2,AB
974,0.9,18333.333333333336,8148.703703703704,P3 into P2,AB
975,0.9,18333.333333333336,10185.629629629631,P3 into P2,AB
976,0.9,18333.333333333336,12222.555555555557,P3 into P2,AB
977,0.9,18333.333333333336,14259.481481481482,P3 into P2,AB
978,0.9,18333.333333333336,16296.407407407409,P3 into P2,AB
979,0.9,18333.333333333336,18333.333333333336,P3 into P2,AB
980,0.9,20666.666666666668,1.0,P3 into P2,AB
981,0.9,20666.666666666668,2297.185185185185,P3 into P2,AB
982,0.9,20666.666666666668,4593.37037037037,P3 into P2,AB
983,0.9,20666.666666666668,6889.555555555556,P3 into P2,AB
984,0.9,20666.666666666668,9185.74074074074,P3 into P2,AB
985,0.9,20666.666666666668,11481.925925925927,P3 into P2,AB
986,0.9,20666.666666666668,13778.111111111111,P3 into P2,AB
987,0.9,20666.666666666668,16074.296296296296,P3 into P2,AB
988,0.9,20666.666666666668,18370.48148148148,P3 into P2,AB
989,0.9,20666.666666666668,20666.666666666668,P3 into P2,AB
990,0.9,23000.0,1.0,P3 into P2,AB
991,0.9,23000.0,2556.4444444444443,P3 into P2,AB
992,0.9,23000.0,5111.888888888889,P3 into P2,AB
993,0.9,23000.0,7667.333333333333,P3 into P2,AB
994,0.9,23000.0,10222.777777777777,P3 into P2,AB
995,0.9,23000.0,12778.222222222223,P3 into P2,AB
996,0.9,23000.0,15333.666666666666,P3 into P2,AB
997,0.9,23000.0,17889.11111111111,P3 into P2,AB
998,0.9,23000.0,20444.555555555555,P3 into P2,AB
999,0.9,23000.0,23000.0,P3 into P2,AB
1000,0.01,2000.0,1.0,P2 into P3,AB
1001,0.01,2000.0,223.11111111111111,P2 into P3,AB
1002,0.01,2000.0,445.22222222222223,P2 into P3,AB
1003,0.01,2000.0,667.3333333333334,P2 into P3,AB
1004,0.01,2000.0,889.4444444444445,P2 into P3,AB
1005,0.01,2000.0,1111.5555555555557,P2 into P3,AB
1006,0.01,2000.0,1333.6666666666667,P2 into P3,AB
1007,0.01,2000.0,1555.7777777777778,P2 into P3,AB
1008,0.01,2000.0,1777.888888888889,P2 into P3,AB
1009,0.01,2000.0,2000.0,P2 into P3,AB
1010,0.01,4333.333333333334,1.0,P2 into P3,AB
1011,0.01,4333.333333333334,482.37037037037044,P2 into P3,AB
1012,0.01,4333.333333333334,963.7407407407409,P2 into P3,AB
1013,0.01,4333.333333333334,1445.1111111111113,P2 into P3,AB
1014,0.01,4333.333333333334,1926.4814814814818,P2 into P3,AB
1015,0.01,4333.333333333334,2407.851851851852,P2 into P3,AB
1016,0.01,4333.333333333334,2889.2222222222226,P2 into P3,AB
1017,0.01,4333.333333333334,3370.592592592593,P2 into P3,AB
1018,0.01,4333.333333333334,3851.9629629629635,P2 into P3,AB
1019,0.01,4333.333333333334,4333.333333333334,P2 into P3,AB
1020,0.01,6666.666666666667,1.0,P2 into P3,AB
1021,0.01,6666.666666666667,741.6296296296297,P2 into P3,AB
1022,0.01,6666.666666666667,1482.2592592592594,P2 into P3,AB
1023,0.01,6666.666666666667,2222.888888888889,P2 into P3,AB
1024,0.01,6666.666666666667,2963.5185185185187,P2 into P3,AB
1025,0.01,6666.666666666667,3704.1481481481483,P2 into P3,AB
1026,0.01,6666.666666666667,4444.777777777778,P2 into P3,AB
1027,0.01,6666.666666666667,5185.407407407408,P2 into P3,AB
1028,0.01,6666.666666666667,5926.037037037037,P2 into P3,AB
1029,0.01,6666.666666666667,6666.666666666667,P2 into P3,AB
1030,0.01,9000.0,1.0,P2 into P3,AB
1031,0.01,9000.0,1000.8888888888889,P2 into P3,AB
1032,0.01,9000.0,2000.7777777777778,P2 into P3,AB
1033,0.01,9000.0,3000.666666666667,P2 into P3,AB
1034,0.01,9000.0,4000.5555555555557,P2 into P3,AB
1035,0.01,9000.0,5000.444444444444,P2 into P3,AB
1036,0.01,9000.0,6000.333333333334,P2 into P3,AB
1037,0.01,9000.0,7000.222222222223,P2 into P3,AB
1038,0.01,9000.0,8000.111111111111,P2 into P3,AB
1039,0.01,9000.0,9000.0,P2 into P3,AB
1040,0.01,11333.333333333334,1.0,P2 into P3,AB
1041,0.01,11333.333333333334,1260.1481481481483,P2 into P3,AB
1042,0.01,11333.333333333334,2519.2962962962965,P2 into P3,AB
1043,0.01,11333.333333333334,3778.444444444445,P2 into P3,AB
1044,0.01,11333.333333333334,5037.592592592593,P2 into P3,AB
1045,0.01,11333.333333333334,6296.740740740741,P2 into P3,AB
1046,0.01,11333.333333333334,7555.88888888889,P2 into P3,AB
1047,0.01,11333.333333333334,8815.037037037038,P2 into P3,AB
1048,0.01,11333.333333333334,10074.185185185186,P2 into P3,AB
1049,0.01,11333.333333333334,11333.333333333334,P2 into P3,AB
1050,0.01,13666.666666666668,1.0,P2 into P3,AB
1051,0.01,13666.666666666668,1519.4074074074076,P2 into P3,AB
1052,0.01,13666.666666666668,3037.8148148148152,P2 into P3,AB
1053,0.01,13666.666666666668,4556.222222222223,P2 into P3,AB
1054,0.01,13666.666666666668,6074.6296296296305,P2 into P3,AB
1055,0.01,13666.666666666668,7593.037037037038,P2 into P3,AB
1056,0.01,13666.666666666668,9111.444444444445,P2 into P3,AB
1057,0.01,13666.666666666668,10629.851851851854,P2 into P3,AB
1058,0.01,13666.666666666668,12148.259259259261,P2 into P3,AB
1059,0.01,13666.666666666668,13666.666666666668,P2 into P3,AB
1060,0.01,16000.0,1.0,P2 into P3,AB
1061,0.01,16000.0,1778.6666666666667,P2 into P3,AB
1062,0.01,16000.0,3556.3333333333335,P2 into P3,AB
1063,0.01,16000.0,5334.0,P2 into P3,AB
1064,0.01,16000.0,7111.666666666667,P2 into P3,AB
1065,0.01,16000.0,8889.333333333334,P2 into P3,AB
1066,0.01,16000.0,10667.0,P2 into P3,AB
1067,0.01,16000.0,12444.666666666668,P2 into P3,AB
1068,0.01,16000.0,14222.333333333334,P2 into P3,AB
1069,0.01,16000.0,16000.0,P2 into P3,AB
1070,0.01,18333.333333333336,1.0,P2 into P3,AB
1071,0.01,18333.333333333336,2037.925925925926,P2 into P3,AB
1072,0.01,18333.333333333336,4074.851851851852,P2 into P3,AB
1073,0.01,18333.333333333336,6111.777777777778,P2 into P3,AB
1074,0.01,18333.333333333336,8148.703703703704,P2 into P3,AB
1075,0.01,18333.333333333336,10185.629629629631,P2 into P3,AB
1076,0.01,18333.333333333336,12222.555555555557,P2 into P3,AB
1077,0.01,18333.333333333336,14259.481481481482,P2 into P3,AB
1078,0.01,18333.333333333336,16296.407407407409,P2 into P3,AB
1079,0.01,18333.333333333336,18333.333333333336,P2 into P3,AB
1080,0.01,20666.666666666668,1.0,P2 into P3,AB
1081,0.01,20666.666666666668,2297.185185185185,P2 into P3,AB
1082,0.01,20666.666666666668,4593.37037037037,P2 into P3,AB
1083,0.01,20666.666666666668,6889.555555555556,P2 into P3,AB
1084,0.01,20666.666666666668,9185.74074074074,P2 into P3,AB
1085,0.01,20666.666666666668,11481.925925925927,P2 into P3,AB
1086,0.01,20666.666666666668,13778.111111111111,P2 into P3,AB
1087,0.01,20666.666666666668,16074.296296296296,P2 into P3,AB
1088,0.01,20666.666666666668,18370.48148148148,P2 into P3,AB
1089,0.01,20666.666666666668,20666.666666666668,P2 into P3,AB
1090,0.01,23000.0,1.0,P2 into P3,AB
1091,0.01,23000.0,2556.4444444444443,P2 into P3,AB
1092,0.01,23000.0,5111.888888888889,P2 into P3,AB
1093,0.01,23000.0,7667.333333333333,P2 into P3,AB
1094,0.01,23000.0,10222.777777777777,P2 into P3,AB
1095,0.01,23000.0,12778.222222222223,P2 into P3,AB
1096,0.01,23000.0,15333.666666666666,P2 into P3,AB
1097,0.01,23000.0,17889.11111111111,P2 into P3,AB
1098,0.01,23000.0,20444.555555555555,P2 into P3,AB
1099,0.01,23000.0,23000.0,P2 into P3,AB
1100,0.10888888888888888,2000.0,1.0,P2 into P3,AB
1101,0.10888888888888888,2000.0,223.11111111111111,P2 into P3,AB
1102,0.10888888888888888,2000.0,445.22222222222223,P2 into P3,AB
1103,0.10888888888888888,2000.0,667.3333333333334,P2 into P3,AB
1104,0.10888888888888888,2000.0,889.4444444444445,P2 into P3,AB
1105,0.10888888888888888,2000.0,1111.5555555555557,P2 into P3,AB
1106,0.10888888888888888,2000.0,1333.6666666666667,P2 into P3,AB
1107,0.10888888888888888,2000.0,1555.7777777777778,P2 into P3,AB
1108,0.10888888888888888,2000.0,1777.888888888889,P2 into P3,AB
1109,0.10888888888888888,2000.0,2000.0,P2 into P3,AB
1110,0.10888888888888888,4333.333333333334,1.0,P2 into P3,AB
1111,0.10888888888888888,4333.333333333334,482.37037037037044,P2 into P3,AB
1112,0.10888888888888888,4333.333333333334,963.7407407407409,P2 into P3,AB
1113,0.10888888888888888,4333.333333333334,1445.1111111111113,P2 into P3,AB
1114,0.10888888888888888,4333.333333333334,1926.4814814814818,P2 into P3,AB
1115,0.10888888888888888,4333.333333333334,2407.851851851852,P2 into P3,AB
1116,0.10888888888888888,4333.333333333334,2889.2222222222226,P2 into P3,AB
1117,0.10888888888888888,4333.333333333334,3370.592592592593,P2 into P3,AB
1118,0.10888888888888888,4333.333333333334,3851.9629629629635,P2 into P3,AB
1119,0.10888888888888888,4333.333333333334,4333.333333333334,P2 into P3,AB
1120,0.10888888888888888,6666.666666666667,1.0,P2 into P3,AB
1121,0.10888888888888888,6666.666666666667,741.6296296296297,P2 into P3,AB
1122,0.10888888888888888,6666.666666666667,1482.2592592592594,P2 into P3,AB
1123,0.10888888888888888,6666.666666666667,2222.888888888889,P2 into P3,AB
1124,0.10888888888888888,6666.666666666667,2963.5185185185187,P2 into P3,AB
1125,0.10888888888888888,6666.666666666667,3704.1481481481483,P2 into P3,AB
1126,0.10888888888888888,6666.666666666667,4444.777777777778,P2 into P3,AB
1127,0.10888888888888888,6666.666666666667,5185.407407407408,P2 into P3,AB
1128,0.10888888888888888,6666.666666666667,5926.037037037037,P2 into P3,AB
1129,0.10888888888888888,6666.666666666667,6666.666666666667,P2 into P3,AB
1130,0.10888888888888888,9000.0,1.0,P2 into P3,AB
1131,0.10888888888888888,9000.0,1000.8888888888889,P2 into P3,AB
1132,0.10888888888888888,9000.0,2000.7777777777778,P2 into P3,AB
1133,0.10888888888888888,9000.0,3000.666666666667,P2 into P3,AB
1134,0.10888888888888888,9000.0,4000.5555555555557,P2 into P3,AB
1135,0.10888888888888888,9000.0,5000.444444444444,P2 into P3,AB
1136,0.10888888888888888,9000.0,6000.333333333334,P2 into P3,AB
1137,0.10888888888888888,9000.0,7000.222222222223,P2 into P3,AB
1138,0.10888888888888888,9000.0,8000.111111111111,P2 into P3,AB
1139,0.10888888888888888,9000.0,9000.0,P2 into P3,AB
1140,0.10888888888888888,11333.333333333334,1.0,P2 into P3,AB
1141,0.10888888888888888,11333.333333333334,1260.1481481481483,P2 into P3,AB
1142,0.10888888888888888,11333.333333333334,2519.2962962962965,P2 into P3,AB
1143,0.10888888888888888,11333.333333333334,3778.444444444445,P2 into P3,AB
1144,0.10888888888888888,11333.333333333334,5037.592592592593,P2 into P3,AB
1145,0.10888888888888888,11333.333333333334,6296.740740740741,P2 into P3,AB
1146,0.10888888888888888,11333.333333333334,7555.88888888889,P2 into P3,AB
1147,0.10888888888888888,11333.333333333334,8815.037037037038,P2 into P3,AB
1148,0.10888888888888888,11333.333333333334,10074.185185185186,P2 into P3,AB
1149,0.10888888888888888,11333.333333333334,11333.333333333334,P2 into P3,AB
1150,0.10888888888888888,13666.666666666668,1.0,P2 into P3,AB
1151,0.10888888888888888,13666.666666666668,1519.4074074074076,P2 into P3,AB
1152,0.10888888888888888,13666.666666666668,3037.8148148148152,P2 into P3,AB
1153,0.10888888888888888,13666.666666666668,4556.222222222223,P2 into P3,AB
1154,0.10888888888888888,13666.666666666668,6074.6296296296305,P2 into P3,AB
1155,0.10888888888888888,13666.666666666668,7593.037037037038,P2 into P3,AB
1156,0.10888888888888888,13666.666666666668,9111.444444444445,P2 into P3,AB
1157,0.10888888888888888,13666.666666666668,10629.851851851854,P2 into P3,AB
1158,0.10888888888888888,13666.666666666668,12148.259259259261,P2 into P3,AB
1159,0.10888888888888888,13666.666666666668,13666.666666666668,P2 into P3,AB
1160,0.10888888888888888,16000.0,1.0,P2 into P3,AB
1161,0.10888888888888888,16000.0,1778.6666666666667,P2 into P3,AB
1162,0.10888888888888888,16000.0,3556.3333333333335,P2 into P3,AB
1163,0.10888888888888888,16000.0,5334.0,P2 into P3,AB
1164,0.10888888888888888,16000.0,7111.666666666667,P2 into P3,AB
1165,0.10888888888888888,16000.0,8889.333333333334,P2 into P3,AB
1166,0.10888888888888888,16000.0,10667.0,P2 into P3,AB
1167,0.10888888888888888,16000.0,12444.666666666668,P2 into P3,AB
1168,0.10888888888888888,16000.0,14222.333333333334,P2 into P3,AB
1169,0.10888888888888888,16000.0,16000.0,P2 into P3,AB
1170,0.10888888888888888,18333.333333333336,1.0,P2 into P3,AB
1171,0.10888888888888888,18333.333333333336,2037.925925925926,P2 into P3,AB
1172,0.10888888888888888,18333.333333333336,4074.851851851852,P2 into P3,AB
1173,0.10888888888888888,18333.333333333336,6111.777777777778,P2 into P3,AB
1174,0.10888888888888888,18333.333333333336,8148.703703703704,P2 into P3,AB
1175,0.10888888888888888,18333.333333333336,10185.629629629631,P2 into P3,AB
1176,0.10888888888888888,18333.333333333336,12222.555555555557,P2 into P3,AB
1177,0.10888888888888888,18333.333333333336,14259.481481481482,P2 into P3,AB
1178,0.10888888888888888,18333.333333333336,16296.407407407409,P2 into P3,AB
1179,0.10888888888888888,18333.333333333336,18333.333333333336,P2 into P3,AB
1180,0.10888888888888888,20666.666666666668,1.0,P2 into P3,AB
1181,0.10888888888888888,20666.666666666668,2297.185185185185,P2 into P3,AB
1182,0.10888888888888888,20666.666666666668,4593.37037037037,P2 into P3,AB
1183,0.10888888888888888,20666.666666666668,6889.555555555556,P2 into P3,AB
1184,0.10888888888888888,20666.666666666668,9185.74074074074,P2 into P3,AB
1185,0.10888888888888888,20666.666666666668,11481.925925925927,P2 into P3,AB
1186,0.10888888888888888,20666.666666666668,13778.111111111111,P2 into P3,AB
1187,0.10888888888888888,20666.666666666668,16074.296296296296,P2 into P3,AB
1188,0.10888888888888888,20666.666666666668,18370.48148148148,P2 into P3,AB
1189,0.10888888888888888,20666.666666666668,20666.666666666668,P2 into P3,AB
1190,0.10888888888888888,23000.0,1.0,P2 into P3,AB
1191,0.10888888888888888,23000.0,2556.4444444444443,P2 into P3,AB
1192,0.10888888888888888,23000.0,5111.888888888889,P2 into P3,AB
1193,0.10888888888888888,23000.0,7667.333333333333,P2 into P3,AB
1194,0.10888888888888888,23000.0,10222.777777777777,P2 into P3,AB
1195,0.10888888888888888,23000.0,12778.222222222223,P2 into P3,AB
1196,0.10888888888888888,23000.0,15333.666666666666,P2 into P3,AB
1197,0.10888888888888888,23000.0,17889.11111111111,P2 into P3,AB
1198,0.10888888888888888,23000.0,20444.555555555555,P2 into P3,AB
1199,0.10888888888888888,23000.0,23000.0,P2 into P3,AB
1200,0.20777777777777778,2000.0,1.0,P2 into P3,AB
1201,0.20777777777777778,2000.0,223.11111111111111,P2 into P3,AB
1202,0.20777777777777778,2000.0,445.22222222222223,P2 into P3,AB
1203,0.20777777777777778,2000.0,667.3333333333334,P2 into P3,AB
1204,0.20777777777777778,2000.0,889.4444444444445,P2 into P3,AB
1205,0.20777777777777778,2000.0,1111.5555555555557,P2 into P3,AB
1206,0.20777777777777778,2000.0,1333.6666666666667,P2 into P3,AB
1207,0.20777777777777778,2000.0,1555.7777777777778,P2 into P3,AB
1208,0.20777777777777778,2000.0,1777.888888888889,P2 into P3,AB
1209,0.20777777777777778,2000.0,2000.0,P2 into P3,AB
1210,0.20777777777777778,4333.333333333334,1.0,P2 into P3,AB
1211,0.20777777777777778,4333.333333333334,482.37037037037044,P2 into P3,AB
1212,0.20777777777777778,4333.333333333334,963.7407407407409,P2 into P3,AB
1213,0.20777777777777778,4333.333333333334,1445.1111111111113,P2 into P3,AB
1214,0.20777777777777778,4333.333333333334,1926.4814814814818,P2 into P3,AB
1215,0.20777777777777778,4333.333333333334,2407.851851851852,P2 into P3,AB
1216,0.20777777777777778,4333.333333333334,2889.2222222222226,P2 into P3,AB
1217,0.20777777777777778,4333.333333333334,3370.592592592593,P2 into P3,AB
1218,0.20777777777777778,4333.333333333334,3851.9629629629635,P2 into P3,AB
1219,0.20777777777777778,4333.333333333334,4333.333333333334,P2 into P3,AB
1220,0.20777777777777778,6666.666666666667,1.0,P2 into P3,AB
1221,0.20777777777777778,6666.666666666667,741.6296296296297,P2 into P3,AB
1222,0.20777777777777778,6666.666666666667,1482.2592592592594,P2 into P3,AB
1223,0.20777777777777778,6666.666666666667,2222.888888888889,P2 into P3,AB
1224,0.20777777777777778,6666.666666666667,2963.5185185185187,P2 into P3,AB
1225,0.20777777777777778,6666.666666666667,3704.1481481481483,P2 into P3,AB
1226,0.20777777777777778,6666.666666666667,4444.777777777778,P2 into P3,AB
1227,0.20777777777777778,6666.666666666667,5185.407407407408,P2 into P3,AB
1228,0.20777777777777778,6666.666666666667,5926.037037037037,P2 into P3,AB
1229,0.20777777777777778,6666.666666666667,6666.666666666667,P2 into P3,AB
1230,0.20777777777777778,9000.0,1.0,P2 into P3,AB
1231,0.20777777777777778,9000.0,1000.8888888888889,P2 into P3,AB
1232,0.20777777777777778,9000.0,2000.7777777777778,P2 into P3,AB
1233,0.20777777777777778,9000.0,3000.666666666667,P2 into P3,AB
1234,0.20777777777777778,9000.0,4000.5555555555557,P2 into P3,AB
1235,0.20777777777777778,9000.0,5000.444444444444,P2 into P3,AB
1236,0.20777777777777778,9000.0,6000.333333333334,P2 into P3,AB
1237,0.20777777777777778,9000.0,7000.222222222223,P2 into P3,AB
1238,0.20777777777777778,9000.0,8000.111111111111,P2 into P3,AB
1239,0.20777777777777778,9000.0,9000.0,P2 into P3,AB
1240,0.20777777777777778,11333.333333333334,1.0,P2 into P3,AB
1241,0.20777777777777778,11333.333333333334,1260.1481481481483,P2 into P3,AB
1242,0.20777777777777778,11333.333333333334,2519.2962962962965,P2 into P3,AB
1243,0.20777777777777778,11333.333333333334,3778.444444444445,P2 into P3,AB
1244,0.20777777777777778,11333.333333333334,5037.592592592593,P2 into P3,AB
1245,0.20777777777777778,11333.333333333334,6296.740740740741,P2 into P3,AB
1246,0.20777777777777778,11333.333333333334,7555.88888888889,P2 into P3,AB
1247,0.20777777777777778,11333.333333333334,8815.037037037038,P2 into P3,AB
1248,0.20777777777777778,11333.333333333334,10074.185185185186,P2 into P3,AB
1249,0.20777777777777778,11333.333333333334,11333.333333333334,P2 into P3,AB
1250,0.20777777777777778,13666.666666666668,1.0,P2 into P3,AB
1251,0.20777777777777778,13666.666666666668,1519.4074074074076,P2 into P3,AB
1252,0.20777777777777778,13666.666666666668,3037.8148148148152,P2 into P3,AB
1253,0.20777777777777778,13666.666666666668,4556.222222222223,P2 into P3,AB
1254,0.20777777777777778,13666.666666666668,6074.6296296296305,P2 into P3,AB
1255,0.20777777777777778,13666.666666666668,7593.037037037038,P2 into P3,AB
1256,0.20777777777777778,13666.666666666668,9111.444444444445,P2 into P3,AB
1257,0.20777777777777778,13666.666666666668,10629.851851851854,P2 into P3,AB
1258,0.20777777777777778,13666.666666666668,12148.259259259261,P2 into P3,AB
1259,0.20777777777777778,13666.666666666668,13666.666666666668,P2 into P3,AB
1260,0.20777777777777778,16000.0,1.0,P2 into P3,AB
1261,0.20777777777777778,16000.0,1778.6666666666667,P2 into P3,AB
1262,0.20777777777777778,16000.0,3556.3333333333335,P2 into P3,AB
1263,0.20777777777777778,16000.0,5334.0,P2 into P3,AB
1264,0.20777777777777778,16000.0,7111.666666666667,P2 into P3,AB
1265,0.20777777777777778,16000.0,8889.333333333334,P2 into P3,AB
1266,0.20777777777777778,16000.0,10667.0,P2 into P3,AB
1267,0.20777777777777778,16000.0,12444.666666666668,P2 into P3,AB
1268,0.20777777777777778,16000.0,14222.333333333334,P2 into P3,AB
1269,0.20777777777777778,16000.0,16000.0,P2 into P3,AB
1270,0.20777777777777778,18333.333333333336,1.0,P2 into P3,AB
1271,0.20777777777777778,18333.333333333336,2037.925925925926,P2 into P3,AB
1272,0.20777777777777778,18333.333333333336,4074.851851851852,P2 into P3,AB
1273,0.20777777777777778,18333.333333333336,6111.777777777778,P2 into P3,AB
1274,0.20777777777777778,18333.333333333336,8148.703703703704,P2 into P3,AB
1275,0.20777777777777778,18333.333333333336,10185.629629629631,P2 into P3,AB
1276,0.20777777777777778,18333.333333333336,12222.555555555557,P2 into P3,AB
1277,0.20777777777777778,18333.333333333336,14259.481481481482,P2 into P3,AB
1278,0.20777777777777778,18333.333333333336,16296.407407407409,P2 into P3,AB
1279,0.20777777777777778,18333.333333333336,18333.333333333336,P2 into P3,AB
1280,0.20777777777777778,20666.666666666668,1.0,P2 into P3,AB
1281,0.20777777777777778,20666.666666666668,2297.185185185185,P2 into P3,AB
1282,0.20777777777777778,20666.666666666668,4593.37037037037,P2 into P3,AB
1283,0.20777777777777778,20666.666666666668,6889.555555555556,P2 into P3,AB
1284,0.20777777777777778,20666.666666666668,9185.74074074074,P2 into P3,AB
1285,0.20777777777777778,20666.666666666668,11481.925925925927,P2 into P3,AB
1286,0.20777777777777778,20666.666666666668,13778.111111111111,P2 into P3,AB
1287,0.20777777777777778,20666.666666666668,16074.296296296296,P2 into P3,AB
1288,0.20777777777777778,20666.666666666668,18370.48148148148,P2 into P3,AB
1289,0.20777777777777778,20666.666666666668,20666.666666666668,P2 into P3,AB
1290,0.20777777777777778,23000.0,1.0,P2 into P3,AB
1291,0.20777777777777778,23000.0,2556.4444444444443,P2 into P3,AB
1292,0.20777777777777778,23000.0,5111.888888888889,P2 into P3,AB
1293,0.20777777777777778,23000.0,7667.333333333333,P2 into P3,AB
1294,0.20777777777777778,23000.0,10222.777777777777,P2 into P3,AB
1295,0.20777777777777778,23000.0,12778.222222222223,P2 into P3,AB
1296,0.20777777777777778,23000.0,15333.666666666666,P2 into P3,AB
1297,0.20777777777777778,23000.0,17889.11111111111,P2 into P3,AB
1298,0.20777777777777778,23000.0,20444.555555555555,P2 into P3,AB
1299,0.20777777777777778,23000.0,23000.0,P2 into P3,AB
1300,0.30666666666666664,2000.0,1.0,P2 into P3,AB
1301,0.30666666666666664,2000.0,223.11111111111111,P2 into P3,AB
1302,0.30666666666666664,2000.0,445.22222222222223,P2 into P3,AB
