,delta,t1,tm,dir,sptree
1906,0.9,2000.0,1333.6666666666667,P2 into P3,AB
1907,0.9,2000.0,1555.7777777777778,P2 into P3,AB
1908,0.9,2000.0,1777.888888888889,P2 into P3,AB
1909,0.9,2000.0,2000.0,P2 into P3,AB
1910,0.9,4333.333333333334,1.0,P2 into P3,AB
1911,0.9,4333.333333333334,482.37037037037044,P2 into P3,AB
1912,0.9,4333.333333333334,963.7407407407409,P2 into P3,AB
1913,0.9,4333.333333333334,1445.1111111111113,P2 into P3,AB
1914,0.9,4333.333333333334,1926.4814814814818,P2 into P3,AB
1915,0.9,4333.333333333334,2407.851851851852,P2 into P3,AB
1916,0.9,4333.333333333334,2889.2222222222226,P2 into P3,AB
1917,0.9,4333.333333333334,3370.592592592593,P2 into P3,AB
1918,0.9,4333.333333333334,3851.9629629629635,P2 into P3,AB
1919,0.9,4333.333333333334,4333.333333333334,P2 into P3,AB
1920,0.9,6666.666666666667,1.0,P2 into P3,AB
1921,0.9,6666.666666666667,741.6296296296297,P2 into P3,AB
1922,0.9,6666.666666666667,1482.2592592592594,P2 into P3,AB
1923,0.9,6666.666666666667,2222.888888888889,P2 into P3,AB
1924,0.9,6666.666666666667,2963.5185185185187,P2 into P3,AB
1925,0.9,6666.666666666667,3704.1481481481483,P2 into P3,AB
1926,0.9,6666.666666666667,4444.777777777778,P2 into P3,AB
1927,0.9,6666.666666666667,5185.407407407408,P2 into P3,AB
1928,0.9,6666.666666666667,5926.037037037037,P2 into P3,AB
1929,0.9,6666.666666666667,6666.666666666667,P2 into P3,AB
1930,0.9,9000.0,1.0,P2 into P3,AB
1931,0.9,9000.0,1000.8888888888889,P2 into P3,AB
1932,0.9,9000.0,2000.7777777777778,P2 into P3,AB
1933,0.9,9000.0,3000.666666666667,P2 into P3,AB
1934,0.9,9000.0,4000.5555555555557,P2 into P3,AB
1935,0.9,9000.0,5000.444444444444,P2 into P3,AB
1936,0.9,9000.0,6000.333333333334,P2 into P3,AB
1937,0.9,9000.0,7000.222222222223,P2 into P3,AB
1938,0.9,9000.0,8000.111111111111,P2 into P3,AB
1939,0.9,9000.0,9000.0,P2 into P3,AB
1940,0.9,11333.333333333334,1.0,P2 into P3,AB
1941,0.9,11333.333333333334,1260.1481481481483,P2 into P3,AB
1942,0.9,11333.333333333334,2519.2962962962965,P2 into P3,AB
1943,0.9,11333.333333333334,3778.444444444445,P2 into P3,AB
1944,0.9,11333.333333333334,5037.592592592593,P2 into P3,AB
1945,0.9,11333.333333333334,6296.740740740741,P2 into P3,AB
1946,0.9,11333.333333333334,7555.88888888889,P2 into P3,AB
1947,0.9,11333.333333333334,8815.037037037038,P2 into P3,AB
1948,0.9,11333.333333333334,10074.185185185186,P2 into P3,AB
1949,0.9,11333.333333333334,11333.333333333334,P2 into P3,AB
1950,0.9,13666.666666666668,1.0,P2 into P3,AB
1951,0.9,13666.666666666668,1519.4074074074076,P2 into P3,AB
1952,0.9,13666.666666666668,3037.8148148148152,P2 into P3,AB
1953,0.9,13666.666666666668,4556.222222222223,P2 into P3,AB
1954,0.9,13666.666666666668,6074.6296296296305,P2 into P3,AB
1955,0.9,13666.666666666668,7593.037037037038,P2 into P3,AB
1956,0.9,13666.666666666668,9111.444444444445,P2 into P3,AB
1957,0.9,13666.666666666668,10629.851851851854,P2 into P3,AB
1958,0.9,13666.666666666668,12148.259259259261,P2 into P3,AB
1959,0.9,13666.666666666668,13666.666666666668,P2 into P3,AB
1960,0.9,16000.0,1.0,P2 into P3,AB
1961,0.9,16000.0,1778.6666666666667,P2 into P3,AB
1962,0.9,16000.0,3556.3333333333335,P2 into P3,AB
1963,0.9,16000.0,5334.0,P2 into P3,AB
1964,0.9,16000.0,7111.666666666667,P2 into P3,AB
1965,0.9,16000.0,8889.333333333334,P2 into P3,AB
1966,0.9,16000.0,10667.0,P2 into P3,AB
1967,0.9,16000.0,12444.666666666668,P2 into P3,AB
1968,0.9,16000.0,14222.333333333334,P2 into P3,AB
1969,0.9,16000.0,16000.0,P2 into P3,AB
1970,0.9,18333.333333333336,1.0,P2 into P3,AB
1971,0.9,18333.333333333336,2037.925925925926,P2 into P3,AB
1972,0.9,18333.333333333336,4074.851851851852,P2 into P3,AB
1973,0.9,18333.333333333336,6111.777777777778,P2 into P3,AB
1974,0.9,18333.333333333336,8148.703703703704,P2 into P3,AB
1975,0.9,18333.333333333336,10185.629629629631,P2 into P3,AB
1976,0.9,18333.333333333336,12222.555555555557,P2 into P3,AB
1977,0.9,18333.333333333336,14259.481481481482,P2 into P3,AB
1978,0.9,18333.333333333336,16296.407407407409,P2 into P3,AB
1979,0.9,18333.333333333336,18333.333333333336,P2 into P3,AB
1980,0.9,20666.666666666668,1.0,P2 into P3,AB
1981,0.9,20666.666666666668,2297.185185185185,P2 into P3,AB
1982,0.9,20666.666666666668,4593.37037037037,P2 into P3,AB
1983,0.9,20666.666666666668,6889.555555555556,P2 into P3,AB
1984,0.9,20666.666666666668,9185.74074074074,P2 into P3,AB
1985,0.9,20666.666666666668,11481.925925925927,P2 into P3,AB
1986,0.9,20666.666666666668,13778.111111111111,P2 into P3,AB
1987,0.9,20666.666666666668,16074.296296296296,P2 into P3,AB
1988,0.9,20666.666666666668,18370.48148148148,P2 into P3,AB
1989,0.9,20666.666666666668,20666.666666666668,P2 into P3,AB
1990,0.9,23000.0,1.0,P2 into P3,AB
1991,0.9,23000.0,2556.4444444444443,P2 into P3,AB
1992,0.9,23000.0,5111.888888888889,P2 into P3,AB
1993,0.9,23000.0,7667.333333333333,P2 into P3,AB
1994,0.9,23000.0,10222.777777777777,P2 into P3,AB
1995,0.9,23000.0,12778.222222222223,P2 into P3,AB
1996,0.9,23000.0,15333.666666666666,P2 into P3,AB
1997,0.9,23000.0,17889.11111111111,P2 into P3,AB
1998,0.9,23000.0,20444.555555555555,P2 into P3,AB
1999,0.9,23000.0,23000.0,P2 into P3,AB
2000,0.01,2000.0,1.0,P3 into P2,BC
2001,0.01,2000.0,223.11111111111111,P3 into P2,BC
2002,0.01,2000.0,445.22222222222223,P3 into P2,BC
2003,0.01,2000.0,667.3333333333334,P3 into P2,BC
2004,0.01,2000.0,889.4444444444445,P3 into P2,BC
2005,0.01,2000.0,1111.5555555555557,P3 into P2,BC
2006,0.01,2000.0,1333.6666666666667,P3 into P2,BC
2007,0.01,2000.0,1555.7777777777778,P3 into P2,BC
2008,0.01,2000.0,1777.888888888889,P3 into P2,BC
2009,0.01,2000.0,2000.0,P3 into P2,BC
2010,0.01,4333.333333333334,1.0,P3 into P2,BC
2011,0.01,4333.333333333334,482.37037037037044,P3 into P2,BC
2012,0.01,4333.333333333334,963.7407407407409,P3 into P2,BC
2013,0.01,4333.333333333334,1445.1111111111113,P3 into P2,BC
2014,0.01,4333.333333333334,1926.4814814814818,P3 into P2,BC
2015,0.01,4333.333333333334,2407.851851851852,P3 into P2,BC
2016,0.01,4333.333333333334,2889.2222222222226,P3 into P2,BC
2017,0.01,4333.333333333334,3370.592592592593,P3 into P2,BC
2018,0.01,4333.333333333334,3851.9629629629635,P3 into P2,BC
2019,0.01,4333.333333333334,4333.333333333334,P3 into P2,BC
2020,0.01,6666.666666666667,1.0,P3 into P2,BC
2021,0.01,6666.666666666667,741.6296296296297,P3 into P2,BC
2022,0.01,6666.666666666667,1482.2592592592594,P3 into P2,BC
2023,0.01,6666.666666666667,2222.888888888889,P3 into P2,BC
2024,0.01,6666.666666666667,2963.5185185185187,P3 into P2,BC
2025,0.01,6666.666666666667,3704.1481481481483,P3 into P2,BC
2026,0.01,6666.666666666667,4444.777777777778,P3 into P2,BC
2027,0.01,6666.666666666667,5185.407407407408,P3 into P2,BC
2028,0.01,6666.666666666667,5926.037037037037,P3 into P2,BC
2029,0.01,6666.666666666667,6666.666666666667,P3 into P2,BC
2030,0.01,9000.0,1.0,P3 into P2,BC
2031,0.01,9000.0,1000.8888888888889,P3 into P2,BC
2032,0.01,9000.0,2000.7777777777778,P3 into P2,BC
2033,0.01,9000.0,3000.666666666667,P3 into P2,BC
2034,0.01,9000.0,4000.5555555555557,P3 into P2,BC
2035,0.01,9000.0,5000.444444444444,P3 into P2,BC
2036,0.01,9000.0,6000.333333333334,P3 into P2,BC
2037,0.01,9000.0,7000.222222222223,P3 into P2,BC
2038,0.01,9000.0,8000.111111111111,P3 into P2,BC
2039,0.01,9000.0,9000.0,P3 into P2,BC
2040,0.01,11333.333333333334,1.0,P3 into P2,BC
2041,0.01,11333.333333333334,1260.1481481481483,P3 into P2,BC
2042,0.01,11333.333333333334,2519.2962962962965,P3 into P2,BC
2043,0.01,11333.333333333334,3778.444444444445,P3 into P2,BC
2044,0.01,11333.333333333334,5037.592592592593,P3 into P2,BC
2045,0.01,11333.333333333334,6296.740740740741,P3 into P2,BC
2046,0.01,11333.333333333334,7555.88888888889,P3 into P2,BC
2047,0.01,11333.333333333334,8815.037037037038,P3 into P2,BC
2048,0.01,11333.333333333334,10074.185185185186,P3 into P2,BC
2049,0.01,11333.333333333334,11333.333333333334,P3 into P2,BC
2050,0.01,13666.666666666668,1.0,P3 into P2,BC
2051,0.01,13666.666666666668,1519.4074074074076,P3 into P2,BC
2052,0.01,13666.666666666668,3037.8148148148152,P3 into P2,BC
2053,0.01,13666.666666666668,4556.222222222223,P3 into P2,BC
2054,0.01,13666.666666666668,6074.6296296296305,P3 into P2,BC
2055,0.01,13666.666666666668,7593.037037037038,P3 into P2,BC
2056,0.01,13666.666666666668,9111.444444444445,P3 into P2,BC
2057,0.01,13666.666666666668,10629.851851851854,P3 into P2,BC
2058,0.01,13666.666666666668,12148.259259259261,P3 into P2,BC
2059,0.01,13666.666666666668,13666.666666666668,P3 into P2,BC
2060,0.01,16000.0,1.0,P3 into P2,BC
2061,0.01,16000.0,1778.6666666666667,P3 into P2,BC
2062,0.01,16000.0,3556.3333333333335,P3 into P2,BC
2063,0.01,16000.0,5334.0,P3 into P2,BC
2064,0.01,16000.0,7111.666666666667,P3 into P2,BC
2065,0.01,16000.0,8889.333333333334,P3 into P2,BC
2066,0.01,16000.0,10667.0,P3 into P2,BC
2067,0.01,16000.0,12444.666666666668,P3 into P2,BC
2068,0.01,16000.0,14222.333333333334,P3 into P2,BC
2069,0.01,16000.0,16000.0,P3 into P2,BC
2070,0.01,18333.333333333336,1.0,P3 into P2,BC
2071,0.01,18333.333333333336,2037.925925925926,P3 into P2,BC
2072,0.01,18333.333333333336,4074.851851851852,P3 into P2,BC
2073,0.01,18333.333333333336,6111.777777777778,P3 into P2,BC
2074,0.01,18333.333333333336,8148.703703703704,P3 into P2,BC
2075,0.01,18333.333333333336,10185.629629629631,P3 into P2,BC
2076,0.01,18333.333333333336,12222.555555555557,P3 into P2,BC
2077,0.01,18333.333333333336,14259.481481481482,P3 into P2,BC
2078,0.01,18333.333333333336,16296.407407407409,P3 into P2,BC
2079,0.01,18333.333333333336,18333.333333333336,P3 into P2,BC
2080,0.01,20666.666666666668,1.0,P3 into P2,BC
2081,0.01,20666.666666666668,2297.185185185185,P3 into P2,BC
2082,0.01,20666.666666666668,4593.37037037037,P3 into P2,BC
2083,0.01,20666.666666666668,6889.555555555556,P3 into P2,BC
2084,0.01,20666.666666666668,9185.74074074074,P3 into P2,BC
2085,0.01,20666.666666666668,11481.925925925927,P3 into P2,BC
2086,0.01,20666.666666666668,13778.111111111111,P3 into P2,BC
2087,0.01,20666.666666666668,16074.296296296296,P3 into P2,BC
2088,0.01,20666.666666666668,18370.48148148148,P3 into P2,BC
2089,0.01,20666.666666666668,20666.666666666668,P3 into P2,BC
2090,0.01,23000.0,1.0,P3 into P2,BC
2091,0.01,23000.0,2556.4444444444443,P3 into P2,BC
2092,0.01,23000.0,5111.888888888889,P3 into P2,BC
2093,0.01,23000.0,7667.333333333333,P3 into P2,BC
2094,0.01,23000.0,10222.777777777777,P3 into P2,BC
2095,0.01,23000.0,12778.222222222223,P3 into P2,BC
2096,0.01,23000.0,15333.666666666666,P3 into P2,BC
2097,0.01,23000.0,17889.11111111111,P3 into P2,BC
2098,0.01,23000.0,20444.555555555555,P3 into P2,BC
2099,0.01,23000.0,23000.0,P3 into P2,BC
2100,0.10888888888888888,2000.0,1.0,P3 into P2,BC
2101,0.10888888888888888,2000.0,223.11111111111111,P3 into P2,BC
2102,0.10888888888888888,2000.0,445.22222222222223,P3 into P2,BC
2103,0.10888888888888888,2000.0,667.3333333333334,P3 into P2,BC
2104,0.10888888888888888,2000.0,889.4444444444445,P3 into P2,BC
2105,0.10888888888888888,2000.0,1111.5555555555557,P3 into P2,BC
2106,0.10888888888888888,2000.0,1333.6666666666667,P3 into P2,BC
2107,0.10888888888888888,2000.0,1555.7777777777778,P3 into P2,BC
2108,0.10888888888888888,2000.0,1777.888888888889,P3 into P2,BC
2109,0.10888888888888888,2000.0,2000.0,P3 into P2,BC
2110,0.10888888888888888,4333.333333333334,1.0,P3 into P2,BC
2111,0.10888888888888888,4333.333333333334,482.37037037037044,P3 into P2,BC
2112,0.10888888888888888,4333.333333333334,963.7407407407409,P3 into P2,BC
2113,0.10888888888888888,4333.333333333334,1445.1111111111113,P3 into P2,BC
2114,0.10888888888888888,4333.333333333334,1926.4814814814818,P3 into P2,BC
2115,0.10888888888888888,4333.333333333334,2407.851851851852,P3 into P2,BC
2116,0.10888888888888888,4333.333333333334,2889.2222222222226,P3 into P2,BC
2117,0.10888888888888888,4333.333333333334,3370.592592592593,P3 into P2,BC
2118,0.10888888888888888,4333.333333333334,3851.9629629629635,P3 into P2,BC
2119,0.10888888888888888,4333.333333333334,4333.333333333334,P3 into P2,BC
2120,0.10888888888888888,6666.666666666667,1.0,P3 into P2,BC
2121,0.10888888888888888,6666.666666666667,741.6296296296297,P3 into P2,BC
2122,0.10888888888888888,6666.666666666667,1482.2592592592594,P3 into P2,BC
2123,0.10888888888888888,6666.666666666667,2222.888888888889,P3 into P2,BC
2124,0.10888888888888888,6666.666666666667,2963.5185185185187,P3 into P2,BC
2125,0.10888888888888888,6666.666666666667,3704.1481481481483,P3 into P2,BC
2126,0.10888888888888888,6666.666666666667,4444.777777777778,P3 into P2,BC
2127,0.10888888888888888,6666.666666666667,5185.407407407408,P3 into P2,BC
2128,0.10888888888888888,6666.666666666667,5926.037037037037,P3 into P2,BC
2129,0.10888888888888888,6666.666666666667,6666.666666666667,P3 into P2,BC
2130,0.10888888888888888,9000.0,1.0,P3 into P2,BC
2131,0.10888888888888888,9000.0,1000.8888888888889,P3 into P2,BC
2132,0.10888888888888888,9000.0,2000.7777777777778,P3 into P2,BC
2133,0.10888888888888888,9000.0,3000.666666666667,P3 into P2,BC
2134,0.10888888888888888,9000.0,4000.5555555555557,P3 into P2,BC
2135,0.10888888888888888,9000.0,5000.444444444444,P3 into P2,BC
2136,0.10888888888888888,9000.0,6000.333333333334,P3 into P2,BC
2137,0.10888888888888888,9000.0,7000.222222222223,P3 into P2,BC
2138,0.10888888888888888,9000.0,8000.111111111111,P3 into P2,BC
2139,0.10888888888888888,9000.0,9000.0,P3 into P2,BC
2140,0.10888888888888888,11333.333333333334,1.0,P3 into P2,BC
2141,0.10888888888888888,11333.333333333334,1260.1481481481483,P3 into P2,BC
2142,0.10888888888888888,11333.333333333334,2519.2962962962965,P3 into P2,BC
2143,0.10888888888888888,11333.333333333334,3778.444444444445,P3 into P2,BC
2144,0.10888888888888888,11333.333333333334,5037.592592592593,P3 into P2,BC
2145,0.10888888888888888,11333.333333333334,6296.740740740741,P3 into P2,BC
2146,0.10888888888888888,11333.333333333334,7555.88888888889,P3 into P2,BC
2147,0.10888888888888888,11333.333333333334,8815.037037037038,P3 into P2,BC
2148,0.10888888888888888,11333.333333333334,10074.185185185186,P3 into P2,BC
2149,0.10888888888888888,11333.333333333334,11333.333333333334,P3 into P2,BC
2150,0.10888888888888888,13666.666666666668,1.0,P3 into P2,BC
2151,0.10888888888888888,13666.666666666668,1519.4074074074076,P3 into P2,BC
2152,0.10888888888888888,13666.666666666668,3037.8148148148152,P3 into P2,BC
2153,0.10888888888888888,13666.666666666668,4556.222222222223,P3 into P2,BC
2154,0.10888888888888888,13666.666666666668,6074.6296296296305,P3 into P2,BC
2155,0.10888888888888888,13666.666666666668,7593.037037037038,P3 into P2,BC
2156,0.10888888888888888,13666.666666666668,9111.444444444445,P3 into P2,BC
2157,0.10888888888888888,13666.666666666668,10629.851851851854,P3 into P2,BC
2158,0.10888888888888888,13666.666666666668,12148.259259259261,P3 into P2,BC
2159,0.10888888888888888,13666.666666666668,13666.666666666668,P3 into P2,BC
2160,0.10888888888888888,16000.0,1.0,P3 into P2,BC
2161,0.10888888888888888,16000.0,1778.6666666666667,P3 into P2,BC
2162,0.10888888888888888,16000.0,3556.3333333333335,P3 into P2,BC
2163,0.10888888888888888,16000.0,5334.0,P3 into P2,BC
2164,0.10888888888888888,16000.0,7111.666666666667,P3 into P2,BC
2165,0.10888888888888888,16000.0,8889.333333333334,P3 into P2,BC
2166,0.10888888888888888,16000.0,10667.0,P3 into P2,BC
2167,0.10888888888888888,16000.0,12444.666666666668,P3 into P2,BC
2168,0.10888888888888888,16000.0,14222.333333333334,P3 into P2,BC
2169,0.10888888888888888,16000.0,16000.0,P3 into P2,BC
2170,0.10888888888888888,18333.333333333336,1.0,P3 into P2,BC
2171,0.10888888888888888,18333.333333333336,2037.925925925926,P3 into P2,BC
2172,0.10888888888888888,18333.333333333336,4074.851851851852,P3 into P2,BC
2173,0.10888888888888888,18333.333333333336,6111.777777777778,P3 into P2,BC
2174,0.10888888888888888,18333.333333333336,8148.703703703704,P3 into P2,BC
2175,0.10888888888888888,18333.333333333336,10185.629629629631,P3 into P2,BC
2176,0.10888888888888888,18333.333333333336,12222.555555555557,P3 into P2,BC
2177,0.10888888888888888,18333.333333333336,14259.481481481482,P3 into P2,BC
2178,0.10888888888888888,18333.333333333336,16296.407407407409,P3 into P2,BC
2179,0.10888888888888888,18333.333333333336,18333.333333333336,P3 into P2,BC
2180,0.10888888888888888,20666.666666666668,1.0,P3 into P2,BC
2181,0.10888888888888888,20666.666666666668,2297.185185185185,P3 into P2,BC
2182,0.10888888888888888,20666.666666666668,4593.37037037037,P3 into P2,BC
2183,0.10888888888888888,20666.666666666668,6889.555555555556,P3 into P2,BC
2184,0.10888888888888888,20666.666666666668,9185.74074074074,P3 into P2,BC
2185,0.10888888888888888,20666.666666666668,11481.925925925927,P3 into P2,BC
2186,0.10888888888888888,20666.666666666668,13778.111111111111,P3 into P2,BC
2187,0.10888888888888888,20666.666666666668,16074.296296296296,P3 into P2,BC
2188,0.10888888888888888,20666.666666666668,18370.48148148148,P3 into P2,BC
2189,0.10888888888888888,20666.666666666668,20666.666666666668,P3 into P2,BC
2190,0.10888888888888888,23000.0,1.0,P3 into P2,BC
2191,0.10888888888888888,23000.0,2556.4444444444443,P3 into P2,BC
2192,0.10888888888888888,23000.0,5111.888888888889,P3 into P2,BC
2193,0.10888888888888888,23000.0,7667.333333333333,P3 into P2,BC
2194,0.10888888888888888,23000.0,10222.777777777777,P3 into P2,BC
2195,0.10888888888888888,23000.0,12778.222222222223,P3 into P2,BC
2196,0.10888888888888888,23000.0,15333.666666666666,P3 into P2,BC
2197,0.10888888888888888,23000.0,17889.11111111111,P3 into P2,BC
2198,0.10888888888888888,23000.0,20444.555555555555,P3 into P2,BC
2199,0.10888888888888888,23000.0,23000.0,P3 into P2,BC
2200,0.20777777777777778,2000.0,1.0,P3 into P2,BC
2201,0.20777777777777778,2000.0,223.11111111111111,P3 into P2,BC
2202,0.20777777777777778,2000.0,445.22222222222223,P3 into P2,BC
2203,0.20777777777777778,2000.0,667.3333333333334,P3 into P2,BC
2204,0.20777777777777778,2000.0,889.4444444444445,P3 into P2,BC
2205,0.20777777777777778,2000.0,1111.5555555555557,P3 into P2,BC
2206,0.20777777777777778,2000.0,1333.6666666666667,P3 into P2,BC
2207,0.20777777777777778,2000.0,1555.7777777777778,P3 into P2,BC
2208,0.20777777777777778,2000.0,1777.888888888889,P3 into P2,BC
2209,0.20777777777777778,2000.0,2000.0,P3 into P2,BC
2210,0.20777777777777778,4333.333333333334,1.0,P3 into P2,BC
2211,0.20777777777777778,4333.333333333334,482.37037037037044,P3 into P2,BC
2212,0.20777777777777778,4333.333333333334,963.7407407407409,P3 into P2,BC
2213,0.20777777777777778,4333.333333333334,1445.1111111111113,P3 into P2,BC
2214,0.20777777777777778,4333.333333333334,1926.4814814814818,P3 into P2,BC
2215,0.20777777777777778,4333.333333333334,2407.851851851852,P3 into P2,BC
2216,0.20777777777777778,4333.333333333334,2889.2222222222226,P3 into P2,BC
2217,0.20777777777777778,4333.333333333334,3370.592592592593,P3 into P2,BC
2218,0.20777777777777778,4333.333333333334,3851.9629629629635,P3 into P2,BC
2219,0.20777777777777778,4333.333333333334,4333.333333333334,P3 into P2,BC
2220,0.20777777777777778,6666.666666666667,1.0,P3 into P2,BC
2221,0.20777777777777778,6666.666666666667,741.6296296296297,P3 into P2,BC
2222,0.20777777777777778,6666.666666666667,1482.2592592592594,P3 into P2,BC
2223,0.20777777777777778,6666.666666666667,2222.888888888889,P3 into P2,BC
2224,0.20777777777777778,6666.666666666667,2963.5185185185187,P3 into P2,BC
2225,0.20777777777777778,6666.666666666667,3704.1481481481483,P3 into P2,BC
2226,0.20777777777777778,6666.666666666667,4444.777777777778,P3 into P2,BC
2227,0.20777777777777778,6666.666666666667,5185.407407407408,P3 into P2,BC
2228,0.20777777777777778,6666.666666666667,5926.037037037037,P3 into P2,BC
2229,0.20777777777777778,6666.666666666667,6666.666666666667,P3 into P2,BC
2230,0.20777777777777778,9000.0,1.0,P3 into P2,BC
2231,0.20777777777777778,9000.0,1000.8888888888889,P3 into P2,BC
2232,0.20777777777777778,9000.0,2000.7777777777778,P3 into P2,BC
2233,0.20777777777777778,9000.0,3000.666666666667,P3 into P2,BC
2234,0.20777777777777778,9000.0,4000.5555555555557,P3 into P2,BC
2235,0.20777777777777778,9000.0,5000.444444444444,P3 into P2,BC
2236,0.20777777777777778,9000.0,6000.333333333334,P3 into P2,BC
2237,0.20777777777777778,9000.0,7000.222222222223,P3 into P2,BC
2238,0.20777777777777778,9000.0,8000.111111111111,P3 into P2,BC
2239,0.20777777777777778,9000.0,9000.0,P3 into P2,BC
2240,0.20777777777777778,11333.333333333334,1.0,P3 into P2,BC
2241,0.20777777777777778,11333.333333333334,1260.1481481481483,P3 into P2,BC
2242,0.20777777777777778,11333.333333333334,2519.2962962962965,P3 into P2,BC
2243,0.20777777777777778,11333.333333333334,3778.444444444445,P3 into P2,BC
2244,0.20777777777777778,11333.333333333334,5037.592592592593,P3 into P2,BC
2245,0.20777777777777778,11333.333333333334,6296.740740740741,P3 into P2,BC
2246,0.20777777777777778,11333.333333333334,7555.88888888889,P3 into P2,BC
2247,0.20777777777777778,11333.333333333334,8815.037037037038,P3 into P2,BC
2248,0.20777777777777778,11333.333333333334,10074.185185185186,P3 into P2,BC
2249,0.20777777777777778,11333.333333333334,11333.333333333334,P3 into P2,BC
2250,0.20777777777777778,13666.666666666668,1.0,P3 into P2,BC
2251,0.20777777777777778,13666.666666666668,1519.4074074074076,P3 into P2,BC
2252,0.20777777777777778,13666.666666666668,3037.8148148148152,P3 into P2,BC
2253,0.20777777777777778,13666.666666666668,4556.222222222223,P3 into P2,BC
2254,0.20777777777777778,13666.666666666668,6074.6296296296305,P3 into P2,BC
2255,0.20777777777777778,13666.666666666668,7593.037037037038,P3 into P2,BC
2256,0.20777777777777778,13666.666666666668,9111.444444444445,P3 into P2,BC
2257,0.20777777777777778,13666.666666666668,10629.851851851854,P3 into P2,BC
2258,0.20777777777777778,13666.666666666668,12148.259259259261,P3 into P2,BC
2259,0.20777777777777778,13666.666666666668,13666.666666666668,P3 into P2,BC
2260,0.20777777777777778,16000.0,1.0,P3 into P2,BC
2261,0.20777777777777778,16000.0,1778.6666666666667,P3 into P2,BC
2262,0.20777777777777778,16000.0,3556.3333333333335,P3 into P2,BC
2263,0.20777777777777778,16000.0,5334.0,P3 into P2,BC
2264,0.20777777777777778,16000.0,7111.666666666667,P3 into P2,BC
2265,0.20777777777777778,16000.0,8889.333333333334,P3 into P2,BC
2266,0.20777777777777778,16000.0,10667.0,P3 into P2,BC
2267,0.20777777777777778,16000.0,12444.666666666668,P3 into P2,BC
2268,0.20777777777777778,16000.0,14222.333333333334,P3 into P2,BC
2269,0.20777777777777778,16000.0,16000.0,P3 into P2,BC
2270,0.20777777777777778,18333.333333333336,1.0,P3 into P2,BC
2271,0.20777777777777778,18333.333333333336,2037.925925925926,P3 into P2,BC
2272,0.20777777777777778,18333.333333333336,4074.851851851852,P3 into P2,BC
2273,0.20777777777777778,18333.333333333336,6111.777777777778,P3 into P2,BC
2274,0.20777777777777778,18333.333333333336,8148.703703703704,P3 into P2,BC
2275,0.20777777777777778,18333.333333333336,10185.629629629631,P3 into P2,BC
2276,0.20777777777777778,18333.333333333336,12222.555555555557,P3 into P2,BC
2277,0.20777777777777778,18333.333333333336,14259.481481481482,P3 into P2,BC
2278,0.20777777777777778,18333.333333333336,16296.407407407409,P3 into P2,BC
2279,0.20777777777777778,18333.333333333336,18333.333333333336,P3 into P2,BC
2280,0.20777777777777778,20666.666666666668,1.0,P3 into P2,BC
2281,0.20777777777777778,20666.666666666668,2297.185185185185,P3 into P2,BC
2282,0.20777777777777778,20666.666666666668,4593.37037037037,P3 into P2,BC
2283,0.20777777777777778,20666.666666666668,6889.555555555556,P3 into P2,BC
2284,0.20777777777777778,20666.666666666668,9185.74074074074,P3 into P2,BC
2285,0.20777777777777778,20666.666666666668,11481.925925925927,P3 into P2,BC
2286,0.20777777777777778,20666.666666666668,13778.111111111111,P3 into P2,BC
2287,0.20777777777777778,20666.666666666668,16074.296296296296,P3 into P2,BC
2288,0.20777777777777778,20666.666666666668,18370.48148148148,P3 into P2,BC
2289,0.20777777777777778,20666.666666666668,20666.666666666668,P3 into P2,BC
2290,0.20777777777777778,23000.0,1.0,P3 into P2,BC
2291,0.20777777777777778,23000.0,2556.4444444444443,P3 into P2,BC
2292,0.20777777777777778,23000.0,5111.888888888889,P3 into P2,BC
2293,0.20777777777777778,23000.0,7667.333333333333,P3 into P2,BC
2294,0.20777777777777778,23000.0,10222.777777777777,P3 into P2,BC
2295,0.20777777777777778,23000.0,12778.222222222223,P3 into P2,BC
2296,0.20777777777777778,23000.0,15333.666666666666,P3 into P2,BC
2297,0.20777777777777778,23000.0,17889.11111111111,P3 into P2,BC
2298,0.20777777777777778,23000.0,20444.555555555555,P3 into P2,BC
2299,0.20777777777777778,23000.0,23000.0,P3 into P2,BC
2300,0.30666666666666664,2000.0,1.0,P3 into P2,BC
2301,0.30666666666666664,2000.0,223.11111111111111,P3 into P2,BC
2302,0.30666666666666664,2000.0,445.22222222222223,P3 into P2,BC
2303,0.30666666666666664,2000.0,667.3333333333334,P3 into P2,BC
2304,0.30666666666666664,2000.0,889.4444444444445,P3 into P2,BC
2305,0.30666666666666664,2000.0,1111.5555555555557,P3 into P2,BC
2306,0.30666666666666664,2000.0,1333.6666666666667,P3 into P2,BC
2307,0.30666666666666664,2000.0,1555.7777777777778,P3 into P2,BC
2308,0.30666666666666664,2000.0,1777.888888888889,P3 into P2,BC
2309,0.30666666666666664,2000.0,2000.0,P3 into P2,BC
2310,0.30666666666666664,4333.333333333334,1.0,P3 into P2,BC
2311,0.30666666666666664,4333.333333333334,482.37037037037044,P3 into P2,BC
2312,0.30666666666666664,4333.333333333334,963.7407407407409,P3 into P2,BC
2313,0.30666666666666664,4333.333333333334,1445.1111111111113,P3 into P2,BC
2314,0.30666666666666664,4333.333333333334,1926.4814814814818,P3 into P2,BC
2315,0.30666666666666664,4333.333333333334,2407.851851851852,P3 into P2,BC
